Date,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Guadeloupe,"55,147",,746,,"2,250",,"52,151",23,"137,791","1,864","551,264","1,377,399","400,221",North America,7,536,1,,,"130,306"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Fiji,"52,506",,696,,"51,037",24,773,,"57,978",769,"460,369","508,347","905,619",Australia/Oceania,17,"1,301",2,,,854
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Suriname,"50,760",19,"1,166",2,"29,569",2,"20,025",10,"85,447","1,963","158,615","267,004","594,054",South America,12,509,4,32,3,"33,709"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Syria,"48,068",103,"2,744",5,"29,078",97,"16,246",,"2,656",152,"103,566","5,722","18,099,930",Asia,377,"6,596",175,6,0.3,898
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Eswatini,"46,582",44,"1,248",,"45,241",,93,10,"39,573","1,060","388,043","329,653","1,177,124",Africa,25,943,3,37,,79
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,French Guiana,"45,939",75,327,1,"11,254",,"34,358",9,"148,385","1,056","450,336","1,454,607","309,593",South America,7,947,1,242,3,"110,978"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,French Polynesia,"45,609",,636,,N/A,N/A,N/A,7,"161,048","2,246",,,"283,202",Australia/Oceania,6,445,,,,"40,512"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Martinique,"44,972",,709,,104,,"44,159",1,"119,972","1,891","416,247","1,110,424","374,854",North America,8,529,1,,,"117,803"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Madagascar,"44,330",258,967,,"42,915",148,448,3,"1,545",34,"283,728","9,888","28,694,316",Africa,647,"29,674",101,9,,16
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Sudan,"42,826",770,"3,141",27,"32,905",,"6,780",,946,69,"238,579","5,268","45,292,601",Africa,"1,058","14,420",190,17,0.6,150
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Malta,"39,329",95,468,,"37,332",39,"1,529",2,"88,738","1,056","1,211,456","2,733,405","443,204",Europe,11,947,0,214,,"3,450"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Mauritania,"39,213",35,831,,"37,468",88,914,14,"8,132",172,"502,267","104,164","4,821,895",Africa,123,"5,803",10,7,,190
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Cabo Verde,"38,367",5,349,,"37,949",3,69,23,"67,965",618,"211,166","374,068","564,513",Africa,15,"1,618",3,9,,122
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Guyana,"37,825",52,992,5,"35,379",114,"1,454",17,"47,764","1,253","389,843","492,280","791,913",South America,21,798,2,66,6,"1,836"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Gabon,"37,342",44,279,,"32,296",277,"4,767",10,"16,237",121,"1,399,453","608,518","2,299,771",Africa,62,"8,243",2,19,,"2,073"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Papua New Guinea,"35,090",61,545,,"33,884",56,661,7,"3,820",59,"249,149","27,122","9,186,083",Australia/Oceania,262,"16,855",37,7,,72
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Guinea,"30,770",2,387,,"29,725",,658,49,"2,257",28,"569,940","41,801","13,634,756",Africa,443,"35,232",24,0.1,,48
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Belize,"30,338",173,574,4,"28,646",225,"1,118",10,"74,392","1,408","347,892","853,072","407,811",North America,13,710,1,424,10,"2,741"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Tanzania,"26,261",,730,,N/A,N/A,N/A,7,423,12,,,"62,131,352",Africa,"2,366","85,111",,,,408
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Togo,"26,250",9,243,,"25,907",7,100,,"3,069",28,"578,042","67,589","8,552,259",Africa,326,"35,194",15,1,,12
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Haiti,"25,175",148,738,15,"21,262",289,"3,175",,"2,170",64,"132,422","11,417","11,598,748",North America,461,"15,716",88,13,1,274
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Barbados,"25,152",114,228,3,"21,727",609,"3,197",,"87,372",792,"435,366","1,512,360","287,872",North America,11,"1,263",1,396,10,"11,106"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Benin,"24,850",,161,,"24,546",,143,5,"1,977",13,"604,310","48,073","12,570,703",Africa,506,"78,079",21,,,11
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Seychelles,"23,197",,125,,"22,590",,482,,"233,824","1,260",,,"99,207",Africa,4,794,,,,"4,859"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Somalia,"23,016",,"1,327",,"12,046",,"9,643",,"1,393",80,"262,138","15,870","16,517,979",Africa,718,"12,448",63,,,584
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Bahamas,"22,763",29,671,,"21,607",3,485,4,"57,115","1,684","168,197","422,022","398,550",North America,18,594,2,73,,"1,217"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Lesotho,"21,779",,662,,"13,689",,"7,428",,"10,054",306,"259,044","119,583","2,166,232",Africa,99,"3,272",8,,,"3,429"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Mauritius,"21,386",61,455,,"19,543",118,"1,388",,"16,777",357,"358,675","281,369","1,274,750",Africa,60,"2,802",4,48,,"1,089"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Mayotte,"20,960",22,185,,"2,964",,"17,811",,"74,301",656,"176,919","627,163","282,094",Africa,13,"1,525",2,78,,"63,139"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Burundi,"20,396",,38,,773,,"19,585",,"1,646",3,"345,742","27,906","12,389,652",Africa,607,"326,043",36,,,"1,581"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Timor-Leste,"19,822",,122,,"19,697",,3,,"14,641",90,"169,501","125,198","1,353,865",Asia,68,"11,097",8,,,2
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Congo,"18,905",68,354,5,"12,421",,"6,130",,"3,311",62,"188,207","32,964","5,709,536",Africa,302,"16,129",30,12,0.9,"1,074"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Channel Islands,"17,884",558,103,,"15,713",578,"2,068",,"101,541",585,"1,077,013","6,115,014","176,126",Europe,10,"1,710",0,"3,168",,"11,742"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Iceland,"17,770",69,35,,"16,143",478,"1,592",2,"51,601",102,"1,244,621","3,614,186","344,371",Europe,19,"9,839",0,200,,"4,623"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Cura?o,"17,401",4,178,,"17,119",13,104,3,"105,434","1,079","336,234","2,037,276","165,041",North America,9,927,0,24,,630
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Mali,"17,364",25,606,1,"15,135",7,"1,623",,824,29,"488,181","23,167","21,072,584",Africa,"1,214","34,773",43,1,0.05,77
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Nicaragua,"17,152",,209,,"4,225",,"12,718",,"2,546",31,,,"6,735,816",North America,393,"32,229",,,,"1,888"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Andorra,"17,115",403,131,,"15,903",133,"1,081",4,"221,010","1,692","193,595","2,499,935","77,440",Europe,5,591,0,"5,204",,"13,959"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Tajikistan,"17,095",,124,,"16,966",,5,,"1,737",13,,,"9,839,683",Asia,576,"79,352",,,,0.5
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Taiwan,"16,596",8,848,,"15,603",6,145,,695,36,"8,350,058","349,701","23,877,680",Asia,"1,439","28,158",3,0.3,,6
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Aruba,"16,335",11,174,,"15,986",8,175,11,"152,086","1,620","177,885","1,656,192","107,406",North America,7,617,1,102,,"1,629"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Burkina Faso,"15,711",,281,,"15,211",,219,,724,13,"230,176","10,602","21,710,933",Africa,"1,382","77,263",94,,,10
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Brunei ,"15,058",22,97,,"14,451",39,510,,"33,961",219,"614,805","1,386,588","443,394",Asia,29,"4,571",1,50,,"1,150"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Equatorial Guinea,"13,579",,173,,"13,323",,83,1,"9,251",118,"242,340","165,094","1,467,891",Africa,108,"8,485",6,,,57
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Djibouti,"13,504",,186,,"13,293",2,25,,"13,393",184,"246,424","244,401","1,008,276",Africa,75,"5,421",4,,,25
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Saint Lucia,"12,989",19,280,,"12,592",30,117,7,"70,282","1,515","100,038","541,293","184,813",North America,14,660,2,103,,633
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,South Sudan,"12,755",38,133,,"12,463",68,159,2,"1,121",12,"267,096","23,473","11,378,990",Africa,892,"85,556",43,3,,14
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Hong Kong,"12,431",3,213,,"12,133",,85,,"1,639",28,"28,195,188","3,718,272","7,582,874",Asia,610,"35,600",0,0.4,,11
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,New Caledonia,"12,139",34,276,,"11,551",33,312,14,"41,949",954,"42,756","147,754","289,373",Australia/Oceania,24,"1,048",7,117,,"1,078"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,CAR,"11,708",,101,,"6,859",,"4,748",2,"2,366",20,"60,228","12,172","4,948,236",Africa,423,"48,992",82,,,960
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,New Zealand,"11,444",184,43,,"5,645",10,"5,756",64,"2,288",9,"4,889,939","977,577","5,002,100",Australia/Oceania,437,"116,328",1,37,,"1,151"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Isle of Man,"11,230",78,66,,"10,522",56,642,1,"131,086",770,"133,676","1,560,378","85,669",Europe,8,"1,298",1,910,,"7,494"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Yemen,"9,995",8,"1,949",3,"6,873",28,"1,173",23,325,63,"265,253","8,625","30,752,189",Asia,"3,077","15,778",116,0.3,0.1,38
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Gambia,"9,989",,342,,"9,638",,9,3,"3,976",136,"121,854","48,502","2,512,327",Africa,252,"7,346",21,,,4
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Eritrea,"7,341",23,60,,"7,084",,197,,"2,030",17,"23,693","6,553","3,615,696",Africa,493,"60,262",153,6,,54
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Gibraltar,"7,205",25,98,,"6,693",61,414,3,"213,944","2,910","414,498","12,308,044","33,677",Europe,5,344,0,742,,"12,293"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Niger,"6,989",15,258,4,"6,581",40,150,2,275,10,"187,832","7,383","25,440,031",Africa,"3,640","98,605",135,0.6,0.2,6
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Cayman Islands,"6,738",,4,,"2,550",,"4,184",25,"100,850",60,"202,426","3,029,785","66,812",North America,10,"16,703",0,,,"62,623"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Guinea-Bissau,"6,440",,148,,"6,268",,24,,"3,167",73,"106,886","52,561","2,033,572",Africa,316,"13,740",19,,,12
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Sierra Leone,"6,402",1,121,,N/A,N/A,N/A,,780,15,"160,729","19,587","8,205,759",Africa,"1,282","67,816",51,0.1,,230
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,San Marino,"5,979",189,93,,"5,610",91,276,2,"175,688","2,733","90,716","2,665,609","34,032",Europe,6,366,0,"5,554",,"8,110"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Dominica,"5,955",,38,,"5,475",,442,,"82,435",526,"108,009","1,495,162","72,239",North America,12,"1,901",1,,,"6,119"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Grenada,"5,888",,200,,"5,624",2,64,,"51,987","1,766","87,070","768,769","113,259",North America,19,566,1,,,565
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Liberia,"5,823",2,287,,"5,523",,13,2,"1,114",55,"128,246","24,543","5,225,264",Africa,897,"18,206",41,0.4,,2
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Bermuda,"5,748",18,106,,"5,609",6,33,2,"92,780","1,711","646,478","10,434,975","61,953",North America,11,584,0,291,,533
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,St. Vincent Grenadines,"5,525",25,74,,"4,991",,460,7,"49,579",664,"90,554","812,595","111,438",North America,20,"1,506",1,224,,"4,128"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Chad,"5,105",,175,,"4,874",,56,,299,10,"148,082","8,665","17,089,911",Africa,"3,348","97,657",115,,,3
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Sint Maarten,"4,584",9,75,,"4,485",5,24,10,"105,227","1,722","62,056","1,424,512","43,563",North America,10,581,1,207,,551
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Liechtenstein,"4,562",55,61,,"4,139",181,362,8,"119,165","1,593","77,368","2,020,949","38,283",Europe,8,628,0,"1,437",,"9,456"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Comoros,"4,498",,150,,"4,284",,64,,"5,022",167,,,"895,722",Africa,199,"5,971",,,,71
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Antigua and Barbuda,"4,141",,117,,"4,008",,16,11,"41,797","1,181","17,782","179,482","99,074",North America,24,847,6,,,161
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Saint Martin,"3,949",,56,,"1,399",,"2,494",7,"99,732","1,414","54,303","1,371,426","39,596",North America,10,707,1,,,"62,986"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Monaco,"3,738",10,36,,"3,560",37,142,1,"94,311",908,"54,960","1,386,653","39,635",Europe,11,"1,101",1,252,,"3,583"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Sao Tome and Principe,"3,731",,56,,"3,675",,0,,"16,590",249,"14,689","65,313","224,900",Africa,60,"4,016",15,,,
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Faeroe Islands,"3,553",48,13,,"3,110",33,430,7,"72,326",265,"562,000","11,440,204","49,125",Europe,14,"3,779",0,977,,"8,753"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Turks and Caicos,"3,096",,24,,"3,021",,51,,"78,467",608,"94,789","2,402,398","39,456",North America,13,"1,644",0,,,"1,293"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Caribbean Netherlands,"2,905",16,22,,"2,639",7,244,,"109,346",828,"30,126","1,133,963","26,567",North America,9,"1,208",1,602,,"9,184"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Saint Kitts and Nevis,"2,782",,28,,"2,732",4,22,1,"51,777",521,"56,538","1,052,261","53,730",North America,19,"1,919",1,,,409
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,British Virgin Islands,"2,765",,38,,N/A,N/A,N/A,7,"90,611","1,245","82,570","2,705,882","30,515",North America,11,803,0,,,"2,556"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Bhutan,"2,640",,3,,"2,620",,17,,"3,369",4,"1,240,776","1,583,424","783,603",Asia,297,"261,201",1,,,22
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,St. Barth,"1,601",,6,,N/A,N/A,N/A,,"161,391",605,"56,491","5,694,657","9,920",North America,6,"1,653",0,,,"114,214"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Greenland,"1,456",124, ,,"1,156",145,300,2,"25,585",,"110,294","1,938,077","56,909",North America,39,,1,"2,179",,"5,272"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Anguilla,"1,386",52,3,,"1,273",66,110,,"91,232",197,"51,382","3,382,175","15,192",North America,11,"5,064",0,"3,423",,"7,241"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Diamond Princess,712,,13,,699,,0,,,,,, ,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Wallis and Futuna,445,,7,,438,,0,,"40,598",639,"20,508","1,870,997","10,961",Australia/Oceania,25,"1,566",1,,,
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Falkland Islands,79,, ,,N/A,N/A,N/A,,"21,805",,"7,747","2,138,283","3,623",South America,46,,0,,,"3,036"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Macao,77,, ,,77,,0,,116,,"5,019","7,584","661,828",Asia,"8,595",,132,,,
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Saint Pierre Miquelon,59,, ,,32,,27,,"10,254",,"11,864","2,061,870","5,754",North America,98,,0,,,"4,692"
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Montserrat,44,,1,,41,,2,,"8,807",200,"2,920","584,468","4,996",North America,114,"4,996",2,,,400
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Vatican City,27,, ,,27,,0,,"33,582",,,,804,Europe,30,,,,,
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Solomon Islands,20,, ,,20,,0,,28,,"4,500","6,332","710,627",Australia/Oceania,"35,531",,158,,,
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Western Sahara,10,,1,,8,,1,,16,2,,,"618,040",Africa,"61,804","618,040",,,,2
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,MS Zaandam,9,,2,,7,,0,,,,,, ,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Palau,8,, ,,8,,0,,439,,"11,133","611,166","18,216",Australia/Oceania,"2,277",,2,,,
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Vanuatu,6,,1,,3,,2,,19,3,"23,000","72,495","317,263",Australia/Oceania,"52,877","317,263",14,,,6
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Marshall Islands,4,, ,,4,,0,,67,,,,"59,754",Australia/Oceania,"14,939",,,,,
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Samoa,3,, ,,3,,0,,15,,,,"200,276",Australia/Oceania,"66,759",,,,,
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Saint Helena,2,, ,,2,,0,,328,,,,"6,103",Africa,"3,052",,,,,
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Micronesia,1,, ,,1,,0,,9,,,,"116,725",Australia/Oceania,"116,725",,,,,
,,,,,,,,,,,,,,,,,,,,,
29/11/2021,Tonga,1,, ,,1,,0,,9,,,,"107,386",Australia/Oceania,"107,386",,,,,
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,China,"98,711",39,"4,636",,"93,285",36,790,7,69,3,"160,000,000","111,163","1,439,323,776",Asia,"14,581","310,467",9,0.03,,0.5
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,USA,"49,428,913","106,876","803,045","1,438","39,205,902","105,895","9,419,966","13,201","148,104","2,406","753,993,369","2,259,195","333,744,223",North America,7,416,0,320,4,"28,225"
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,India,"34,596,776","8,954","469,247",267,"34,018,299","10,116","109,230","8,944","24,727",335,"641,303,848","458,349","1,399,161,383",Asia,40,"2,982",2,6,0.2,78
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Brazil,"22,094,459","9,710","614,754",326,"21,321,631","17,516","158,074","8,318","102,912","2,863","63,776,166","297,057","214,693,373",South America,10,349,3,45,2,736
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,UK,"10,228,772","39,716","144,969",159,"9,062,561","36,788","1,021,242",916,"149,566","2,120","362,531,048","5,300,958","68,389,728",Europe,7,472,0,581,2,"14,933"
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Russia,"9,636,881","32,648","275,193","1,229","8,329,253","33,442","1,032,435","2,300","65,996","1,885","224,900,000","1,540,170","146,022,882",Europe,15,531,1,224,8,"7,070"
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Turkey,"8,795,588","25,216","76,842",207,"8,326,381","24,498","392,365","1,405","102,728",897,"107,680,920","1,257,656","85,620,347",Asia,10,"1,114",1,295,2,"4,583"
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,France,"7,675,504","47,177","119,131",115,"7,125,024","11,761","431,349","1,824","117,223","1,819","162,981,031","2,489,112","65,477,576",Europe,9,550,0,721,2,"6,588"
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Iran,"6,117,445","4,253","129,830",119,"5,883,470","10,029","104,145","3,334","71,540","1,518","38,439,240","449,527","85,510,446",Asia,14,659,2,50,1,"1,218"
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Germany,"5,881,423","55,880","102,137",485,"4,893,300","40,500","885,986","4,459","69,882","1,214","83,816,414","995,889","84,162,420",Europe,14,824,1,664,6,"10,527"
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Argentina,"5,330,748","2,332","116,589",35,"5,193,691","1,287","20,468",617,"116,439","2,547","26,222,843","572,784","45,781,390",South America,9,393,2,51,0.8,447
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Spain,"5,164,184","10,261","88,052",44,"4,923,140","2,261","152,992",713,"110,392","1,882","66,213,858","1,415,420","46,780,367",Europe,9,531,1,219,0.9,"3,270"
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Colombia,"5,069,644","2,296","128,528",55,"4,909,572","2,088","31,544",342,"98,156","2,489","28,112,712","544,307","51,648,595",South America,10,402,2,44,1,611
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Italy,"5,028,547","12,764","133,828",89,"4,700,449","8,041","194,270",683,"83,342","2,218","119,331,735","1,977,780","60,336,188",Europe,12,451,1,212,1,"3,220"
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Indonesia,"4,256,409",297,"143,830",11,"4,104,657",324,"7,922",,"15,332",518,"54,475,477","196,232","277,607,186",Asia,65,"1,930",5,1,0.04,29
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Mexico,"3,884,566",724,"293,950",53,"3,242,947","2,426","347,669","4,798","29,688","2,247","11,838,624","90,478","130,845,299",North America,34,445,11,6,0.4,"2,657"
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Poland,"3,540,061","19,074","83,583",526,"3,038,451","15,680","418,027","1,825","93,682","2,212","24,340,316","644,128","37,788,035",Europe,11,452,2,505,14,"11,062"
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Ukraine,"3,438,381","10,554","85,975",561,"2,946,032","25,318","406,374",177,"79,294","1,983","15,869,089","365,964","43,362,378",Europe,13,504,3,243,13,"9,372"
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,South Africa,"2,968,052","4,373","89,843",21,"2,849,558",119,"28,651",546,"49,169","1,488","19,477,054","322,659","60,364,210",Africa,20,672,3,72,0.3,475
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Philippines,"2,832,734",425,"48,545",44,"2,768,389",909,"15,800","1,023","25,374",435,"24,238,501","217,114","111,639,683",Asia,39,"2,300",5,4,0.4,142
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Netherlands,"2,643,176","22,154","19,414",65,"2,112,703","8,140","511,059",604,"153,776","1,129","19,205,114","1,117,327","17,188,438",Europe,7,885,1,"1,289",4,"29,733"
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Malaysia,"2,632,782","4,879","30,425",55,"2,537,204","5,168","65,153",509,"79,899",923,"37,735,175","1,145,179","32,951,341",Asia,13,"1,083",1,148,2,"1,977"
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Peru,"2,236,351","1,381","201,176",32,N/A,N/A,N/A,971,"66,518","5,984","20,314,089","604,225","33,620,094",South America,15,167,2,41,1,"9,355"
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Czechia,"2,150,111","17,608","33,132",97,"1,860,460",589,"256,519","1,022","200,252","3,086","43,666,605","4,066,909","10,737,051",Europe,5,324,0,"1,640",9,"23,891"
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Thailand,"2,115,872","4,306","20,769",37,"2,019,428","6,407","75,675","1,369","30,206",296,"14,913,135","212,901","70,047,428",Asia,33,"3,373",5,61,0.5,"1,080"
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Iraq,"2,081,172",724,"23,820",13,"2,045,021","1,355","12,331",103,"50,155",574,"16,341,046","393,807","41,495,089",Asia,20,"1,742",3,17,0.3,297
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Canada,"1,792,500","2,358","29,687",17,"1,737,256","2,700","25,557",497,"46,912",777,"48,807,147","1,277,358","38,209,443",North America,21,"1,287",1,62,0.4,669
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Romania,"1,779,667","1,622","56,529",130,"1,686,752","3,548","36,386","1,146","93,390","2,966","16,019,397","840,636","19,056,290",Europe,11,337,1,85,7,"1,909"
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Chile,"1,762,751","1,386","38,346",3,"1,656,705","2,141","67,700",696,"91,108","1,982","25,592,070","1,322,730","19,347,920",South America,11,505,1,72,0.2,"3,499"
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Belgium,"1,749,469","14,907","26,966",44,"1,333,810","8,055","388,693",722,"150,029","2,313","24,619,234","2,111,268","11,660,874",Europe,7,432,0,"1,278",4,"33,333"
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Japan,"1,727,221",78,"18,359",1,"1,708,006",104,856,41,"13,716",146,"27,874,331","221,349","125,929,267",Asia,73,"6,859",5,0.6,0.01,7
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Bangladesh,"1,576,284",273,"27,981",1,"1,540,965",368,"7,338","1,382","9,438",168,"10,888,751","65,200","167,006,043",Asia,106,"5,969",15,2,0.01,44
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Israel,"1,343,660",684,"8,196",1,"1,329,800",537,"5,664",115,"144,077",879,"31,188,024","3,344,202","9,326,000",Asia,7,"1,138",0,73,0.1,607
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Pakistan,"1,284,840",475,"28,728",10,"1,242,236",327,"13,876",905,"5,662",127,"21,985,775","96,878","226,941,972",Asia,177,"7,900",10,2,0.04,61
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Serbia,"1,254,845","2,272","11,691",54,"1,193,265","3,773","49,889",199,"144,440","1,346","6,814,207","784,358","8,687,629",Europe,7,743,1,262,6,"5,743"
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Vietnam,"1,238,082","13,972","25,252",197,"989,348","14,624","223,482","5,788","12,560",256,"68,317,914","693,053","98,575,292",Asia,80,"3,904",1,142,2,"2,267"
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Sweden,"1,204,859",,"15,119",,"1,158,493",293,"31,247",42,"118,260","1,484","13,708,481","1,345,524","10,188,210",Europe,8,674,1,,,"3,067"
,,,,,,,,,,,,,,,,,,,,,
30/11/2021,Austria,"1,159,995","8,186","12,492",67,"1,007,909","13,818","139,594",642,"127,767","1,376","110,579,782","12,179,754","9,078,983",Europe,8,727,0,902,7,"15,376"
,,,,,,,,,,,,,,,,,,,,,
